iteration,0,1,2,3,4,5,6,7
35978,209,315,116,29,7,1,2,0
35979,209,317,112,32,5,2,2,0
35980,209,318,110,32,6,3,1,0
35981,209,315,115,29,9,1,1,0
35982,209,316,114,29,8,2,1,0
35983,209,314,117,28,8,3,0,0
35984,209,315,114,31,8,1,1,0
35985,209,317,111,31,9,1,1,0
35986,209,315,113,32,8,2,0,0
35987,209,316,113,30,8,3,0,0
35988,209,315,114,30,10,0,1,0
35989,209,316,113,31,7,2,1,0
35990,209,315,115,29,9,1,1,0
35991,209,314,117,28,9,1,1,0
35992,209,315,115,29,9,1,1,0
35993,209,317,111,32,7,2,1,0
35994,209,316,113,31,7,2,1,0
35995,209,318,110,31,8,2,1,0
35996,209,316,114,29,7,4,0,0
35997,209,315,115,29,8,3,0,0
35998,209,314,116,29,9,2,0,0
35999,209,314,116,29,9,2,0,0
36000,209,314,116,30,7,3,0,0
36001,209,317,113,29,7,3,1,0
36002,209,316,112,32,7,3,0,0
36003,209,316,113,31,7,2,1,0
36004,209,315,115,30,7,2,1,0
36005,209,315,115,30,7,2,1,0
36006,209,314,116,30,7,3,0,0
36007,209,315,116,29,6,3,1,0
36008,209,315,117,27,7,3,1,0
36009,209,313,119,28,7,2,1,0
36010,209,315,116,28,8,2,1,0
36011,209,315,115,30,7,2,1,0
36012,209,313,119,28,6,4,0,0
36013,209,313,119,27,8,3,0,0
36014,209,314,116,30,7,3,0,0
36015,209,313,117,30,8,2,0,0
36016,209,314,117,28,8,3,0,0
36017,209,314,116,30,7,3,0,0
36018,209,312,121,26,8,3,0,0
36019,209,312,120,28,7,3,0,0
36020,209,313,119,27,8,3,0,0
36021,209,314,116,30,8,1,1,0
36022,209,315,115,29,9,1,1,0
36023,209,315,118,26,7,2,2,0
36024,209,317,113,29,7,3,1,0
36025,209,315,116,29,6,3,1,0
36026,209,316,113,31,7,2,1,0
36027,209,316,112,32,7,3,0,0
36028,209,316,113,30,8,3,0,0
36029,209,316,115,27,9,2,1,0
36030,209,312,120,27,10,0,1,0
36031,209,312,119,28,10,1,0,0
36032,209,313,118,28,9,2,0,0
36033,209,315,114,31,7,3,0,0
36034,209,317,112,31,6,3,1,0
36035,209,314,116,30,7,3,0,0
36036,209,314,117,29,7,2,1,0
36037,209,315,114,31,7,3,0,0
36038,209,314,117,28,8,3,0,0
36039,209,316,115,28,7,3,1,0
36040,209,316,114,29,7,4,0,0
36041,208,317,113,31,7,3,0,0
36042,208,315,117,28,9,2,0,0
36043,208,317,112,32,8,2,0,0
36044,208,317,112,32,8,2,0,0
36045,208,318,112,31,6,4,0,0
36046,208,316,116,28,8,3,0,0
36047,208,315,116,30,8,2,0,0
36048,208,317,113,31,8,1,1,0
36049,208,318,113,29,8,2,1,0
36050,208,318,113,29,8,2,1,0
36051,208,317,113,31,7,3,0,0
36052,208,317,114,30,7,2,1,0
36053,208,315,118,27,9,1,1,0
36054,208,316,117,27,8,2,1,0
36055,208,317,114,29,9,1,1,0
36056,208,318,113,28,10,1,1,0
36057,208,317,114,29,9,1,1,0
36058,208,317,115,28,8,2,1,0
36059,208,316,116,28,8,3,0,0
36060,208,316,116,29,6,4,0,0
36061,208,315,118,27,8,3,0,0
36062,208,314,119,27,9,2,0,0
36063,208,316,116,28,8,3,0,0
36064,208,316,116,28,8,3,0,0
36065,208,315,117,28,9,2,0,0
36066,208,316,116,29,7,2,1,0
36067,208,316,117,27,8,2,1,0
36068,208,315,118,27,8,3,0,0
36069,208,318,113,30,6,3,1,0
36070,208,316,116,28,8,3,0,0
36071,208,315,117,29,7,3,0,0
36072,208,315,117,29,7,3,0,0
36073,208,316,115,29,9,2,0,0
36074,208,316,114,32,6,3,0,0
36075,208,315,117,30,5,4,0,0
36076,208,313,120,28,8,2,0,0
36077,208,315,117,29,7,3,0,0
36078,208,314,118,30,6,3,0,0
36079,208,314,118,30,6,3,0,0
36080,208,315,118,28,6,4,0,0
36081,208,316,115,30,7,3,0,0
36082,208,315,118,27,8,3,0,0
36083,208,316,115,30,7,3,0,0
36084,208,315,116,30,8,2,0,0
36085,208,313,120,28,8,2,0,0
36086,208,316,115,31,6,2,1,0
36087,208,316,116,29,7,2,1,0
36088,208,315,117,29,7,3,0,0
36089,208,315,116,31,6,3,0,0
36090,208,314,118,29,8,2,0,0
36091,208,316,116,29,7,2,1,0
36092,208,314,118,30,7,1,1,0
36093,208,315,116,31,6,3,0,0
36094,208,314,119,28,7,3,0,0
36095,208,316,116,29,6,4,0,0
36096,208,314,118,30,6,3,0,0
36097,208,316,115,31,5,4,0,0
36098,208,314,119,28,7,3,0,0
36099,208,313,120,29,7,1,1,0
36100,208,316,116,29,7,2,1,0
36101,208,315,116,31,6,3,0,0
36102,208,314,119,28,7,3,0,0
36103,208,312,121,29,7,2,0,0
36104,208,313,120,28,8,2,0,0
36105,208,313,121,27,7,3,0,0
36106,208,313,121,27,7,3,0,0
36107,208,314,118,30,6,3,0,0
36108,208,314,118,30,6,3,0,0
36109,208,313,120,29,6,3,0,0
36110,208,311,125,25,7,3,0,0
36111,208,313,120,29,6,3,0,0
36112,208,313,120,28,8,2,0,0
36113,208,313,122,27,5,3,1,0
36114,208,312,122,27,8,2,0,0
36115,208,314,119,29,6,2,1,0
36116,208,313,120,29,6,3,0,0
36117,208,313,120,28,8,2,0,0
36118,208,312,121,29,7,2,0,0
36119,208,316,113,33,8,0,1,0
36120,208,314,118,29,8,2,0,0
36121,208,315,116,30,8,2,0,0
36122,208,313,120,28,8,2,0,0
36123,208,315,119,26,7,4,0,0
36124,208,315,117,29,7,3,0,0
36125,208,315,118,27,8,3,0,0
36126,208,316,116,28,9,1,1,0
36127,208,316,115,30,8,1,1,0
36128,208,314,117,31,8,0,1,0
36129,208,314,118,29,8,2,0,0
36130,208,314,118,29,8,2,0,0
36131,209,315,116,28,8,2,1,0
36132,209,315,114,31,7,3,0,0
36133,209,315,114,31,7,3,0,0
36134,209,316,113,31,7,2,1,0
36135,209,314,117,29,6,4,0,0
36136,209,314,117,28,8,3,0,0
36137,209,315,116,29,6,3,1,0
36138,209,314,117,28,8,3,0,0
36139,209,316,114,29,7,4,0,0
36140,209,316,114,29,7,4,0,0
36141,209,315,114,31,7,3,0,0
36142,209,314,117,29,7,2,1,0
36143,209,315,115,29,9,1,1,0
36144,209,315,115,29,8,3,0,0
36145,209,313,118,28,9,2,0,0
36146,209,315,115,29,9,1,1,0
36147,209,314,116,29,9,2,0,0
36148,209,315,115,28,10,2,0,0
36149,209,315,114,30,9,2,0,0
36150,209,316,113,31,7,2,1,0
36151,209,315,115,28,10,2,0,0
36152,209,316,114,29,8,2,1,0
36153,209,317,112,30,8,2,1,0
36154,209,313,119,27,8,3,0,0
36155,209,314,117,28,8,3,0,0
36156,209,314,116,29,9,2,0,0
36157,209,315,117,26,8,4,0,0
36158,209,315,114,30,9,2,0,0
36159,209,317,113,29,7,3,1,0
36160,209,316,114,29,7,4,0,0
36161,209,319,109,31,7,3,1,0
36162,209,315,115,30,7,2,1,0
36163,209,316,113,30,9,1,1,0
36164,209,315,114,31,8,1,1,0
36165,209,313,118,30,6,2,1,0
36166,209,315,115,29,8,3,0,0
36167,209,314,117,28,8,3,0,0
36168,209,315,115,29,9,1,1,0
36169,209,317,112,30,8,2,1,0
36170,209,316,113,31,7,2,1,0
36171,209,316,113,31,7,2,1,0
36172,209,315,115,29,9,1,1,0
36173,209,317,111,32,7,2,1,0
36174,209,316,114,29,8,2,1,0
36175,209,316,115,28,7,3,1,0
36176,209,316,114,30,6,3,1,0
36177,209,316,115,28,7,3,1,0
36178,209,314,117,27,10,2,0,0
36179,209,316,114,28,9,3,0,0
36180,210,315,113,29,9,3,0,0
36181,210,313,116,29,8,3,0,0
36182,210,315,114,28,9,2,1,0
36183,210,315,112,30,10,2,0,0
36184,210,317,109,31,9,3,0,0
36185,210,316,111,31,7,4,0,0
36186,210,316,112,29,8,4,0,0
36187,210,317,110,31,7,3,1,0
36188,210,315,114,28,9,2,1,0
36189,210,314,115,29,8,2,1,0
36190,210,313,116,29,8,3,0,0
36191,210,312,117,29,9,2,0,0
36192,210,312,118,27,10,2,0,0
36193,210,313,118,26,9,2,1,0
36194,210,314,114,30,8,3,0,0
36195,210,314,116,27,8,4,0,0
36196,210,313,117,28,8,2,1,0
36197,210,314,116,27,8,4,0,0
36198,210,315,114,28,8,4,0,0
36199,210,314,115,29,7,4,0,0
36200,210,314,116,28,7,3,1,0
36201,210,312,119,27,8,2,1,0
36202,210,312,118,28,8,3,0,0
36203,210,313,116,29,8,3,0,0
36204,210,314,116,27,8,4,0,0
36205,210,315,114,28,8,4,0,0
36206,210,313,117,27,9,3,0,0
36207,210,315,115,27,8,3,1,0
36208,210,312,117,30,7,3,0,0
36209,210,316,113,26,11,3,0,0
36210,210,314,115,29,8,2,1,0
36211,210,314,115,29,8,2,1,0
36212,210,315,115,26,9,4,0,0
36213,210,313,118,26,9,2,1,0
36214,210,312,118,28,8,3,0,0
36215,210,311,118,29,10,1,0,0
36216,210,313,116,28,11,0,1,0
36217,210,312,118,27,10,2,0,0
36218,210,312,118,28,8,3,0,0
36219,210,312,117,29,9,2,0,0
36220,210,314,114,29,10,2,0,0
36221,210,313,116,28,10,2,0,0
36222,210,310,121,28,7,3,0,0
36223,210,312,119,27,8,2,1,0
36224,210,313,117,29,6,3,1,0
36225,210,312,118,29,7,2,1,0
36226,210,312,117,30,7,3,0,0
36227,210,312,120,26,7,3,1,0
36228,209,313,120,27,7,1,2,0
36229,209,314,116,31,6,2,1,0
36230,209,313,117,30,8,2,0,0
36231,209,314,118,27,7,4,0,0
36232,209,314,118,28,7,1,2,0
36233,209,314,116,31,6,2,1,0
36234,209,315,115,30,7,2,1,0
36235,209,315,115,30,6,4,0,0
36236,209,315,116,29,6,3,1,0
36237,209,316,111,34,7,1,1,0
36238,209,315,114,31,7,3,0,0
36239,209,316,113,32,5,3,1,0
36240,209,313,117,31,6,3,0,0
36241,209,315,115,30,7,2,1,0
36242,209,315,114,32,5,4,0,0
36243,209,316,112,33,6,2,1,0
36244,209,315,114,31,7,3,0,0
36245,209,316,111,34,6,3,0,0
36246,209,316,113,31,6,4,0,0
36247,209,315,113,33,6,3,0,0
36248,209,314,116,29,9,2,0,0
36249,209,314,116,29,9,2,0,0
36250,209,314,115,32,6,3,0,0
36251,209,314,116,31,6,2,1,0
36252,209,314,116,31,6,2,1,0
36253,209,315,114,31,7,3,0,0
36254,209,313,118,29,7,3,0,0
36255,209,317,112,32,5,2,2,0
36256,209,315,114,32,5,4,0,0
36257,209,316,115,28,7,3,1,0
36258,209,316,115,27,8,4,0,0
36259,209,314,116,30,7,3,0,0
36260,209,315,115,30,6,4,0,0
36261,209,315,115,29,9,1,1,0
36262,209,316,112,31,9,2,0,0
36263,209,315,114,30,9,2,0,0
36264,209,317,112,30,7,4,0,0
36265,209,316,114,29,7,4,0,0
36266,209,316,114,29,7,4,0,0
36267,209,317,113,28,9,2,1,0
36268,209,317,113,28,9,2,1,0
36269,209,317,112,31,6,3,1,0
36270,209,317,112,30,8,2,1,0
36271,209,316,113,30,8,3,0,0
36272,209,317,111,32,7,2,1,0
36273,209,315,114,30,9,2,0,0
36274,209,315,115,29,8,3,0,0
36275,209,317,110,33,7,3,0,0
36276,209,316,113,30,8,3,0,0
36277,209,316,113,30,9,1,1,0
36278,209,315,114,30,9,2,0,0
36279,209,316,112,32,7,3,0,0
36280,209,314,115,31,8,2,0,0
36281,209,315,116,27,9,3,0,0
36282,209,317,113,28,9,2,1,0
36283,209,317,112,30,8,2,1,0
36284,209,317,111,31,9,1,1,0
36285,209,318,110,31,7,4,0,0
36286,209,314,117,29,6,4,0,0
36287,209,313,118,29,7,3,0,0
36288,209,314,118,27,8,2,1,0
36289,210,314,115,28,9,3,0,0
36290,210,315,113,29,9,3,0,0
36291,210,317,109,30,11,2,0,0
36292,210,317,111,29,8,3,1,0
36293,210,314,114,30,8,3,0,0
36294,210,315,112,31,9,1,1,0
36295,210,315,114,27,11,1,1,0
36296,210,316,112,29,9,2,1,0
36297,210,316,112,29,9,2,1,0
36298,210,313,116,28,10,2,0,0
36299,210,314,115,29,7,4,0,0
36300,210,315,115,27,8,3,1,0
36301,210,312,119,26,9,3,0,0
36302,210,313,116,29,8,3,0,0
36303,210,312,117,29,9,2,0,0
36304,210,313,116,29,8,3,0,0
36305,210,316,111,30,9,3,0,0
36306,210,315,113,29,9,3,0,0
36307,210,314,114,30,8,3,0,0
36308,210,314,114,30,8,3,0,0
36309,210,314,114,29,10,2,0,0
36310,210,315,112,31,8,3,0,0
36311,210,316,112,29,8,4,0,0
36312,210,316,114,26,9,3,1,0
36313,210,315,115,27,8,3,1,0
36314,210,315,115,27,8,3,1,0
36315,210,315,115,27,8,3,1,0
36316,210,315,114,28,8,4,0,0
36317,210,316,112,30,7,3,1,0
36318,210,315,113,30,8,2,1,0
36319,210,313,116,29,8,3,0,0
36320,210,316,113,27,9,4,0,0
36321,210,316,112,30,7,3,1,0
36322,210,315,114,28,8,4,0,0
36323,210,314,116,27,8,4,0,0
36324,210,313,116,28,10,2,0,0
36325,210,315,113,30,7,4,0,0
36326,210,313,115,30,9,2,0,0
36327,210,315,112,31,8,3,0,0
36328,210,315,112,31,8,3,0,0
36329,210,315,112,31,8,3,0,0
36330,210,314,112,33,8,2,0,0
36331,210,314,115,28,9,3,0,0
36332,210,314,116,27,10,0,2,0
36333,210,312,118,27,10,2,0,0
36334,210,313,117,27,9,3,0,0
36335,210,316,114,27,8,2,2,0
36336,210,313,116,28,10,2,0,0
36337,210,316,113,29,7,2,2,0
36338,210,313,117,27,9,3,0,0
36339,210,315,114,28,9,2,1,0
36340,210,317,111,29,9,1,2,0
36341,210,315,115,27,9,1,2,0
36342,210,315,115,27,9,1,2,0
36343,210,314,115,29,7,4,0,0
36344,210,314,115,29,7,4,0,0
36345,210,314,115,29,8,2,1,0
36346,210,316,112,29,8,4,0,0
36347,210,315,115,28,7,2,2,0
36348,210,313,116,29,8,3,0,0
36349,210,314,116,27,8,4,0,0
36350,210,313,118,26,8,4,0,0
36351,210,314,118,25,8,3,0,1
36352,210,314,116,27,8,4,0,0
36353,210,315,115,26,9,4,0,0
36354,210,314,115,29,7,4,0,0
36355,210,315,113,29,9,3,0,0
36356,210,315,114,29,7,3,1,0
36357,210,315,114,28,8,4,0,0
36358,210,313,118,26,9,2,1,0
36359,210,313,117,27,9,3,0,0
36360,210,314,116,27,8,4,0,0
36361,210,314,116,27,8,4,0,0
36362,210,315,115,28,7,2,2,0
36363,210,314,116,27,8,4,0,0
36364,210,315,114,28,8,4,0,0
36365,210,315,115,28,7,2,2,0
36366,210,316,114,27,8,2,2,0
36367,210,316,113,28,8,3,1,0
36368,210,315,113,30,8,2,1,0
36369,210,314,115,29,7,4,0,0
36370,210,315,113,30,8,2,1,0
36371,210,315,112,30,10,2,0,0
36372,210,315,114,28,8,4,0,0
36373,210,314,114,30,8,3,0,0
36374,210,314,116,28,7,3,1,0
36375,210,315,113,30,8,2,1,0
36376,210,315,112,31,8,3,0,0
36377,210,314,115,29,7,4,0,0
36378,210,314,116,27,9,2,1,0
36379,210,315,114,29,7,3,1,0
36380,210,314,116,27,9,2,1,0
36381,210,313,117,26,11,2,0,0
36382,210,313,115,30,9,2,0,0
36383,210,313,115,30,9,2,0,0
36384,210,315,113,30,8,2,1,0
36385,210,316,114,27,8,2,2,0
36386,210,316,112,30,8,1,2,0
36387,209,314,117,29,7,2,1,0
36388,209,315,114,31,7,3,0,0
36389,209,317,111,32,7,2,1,0
36390,209,318,111,31,6,2,2,0
36391,209,318,112,29,7,2,2,0
36392,209,316,114,29,9,0,2,0
36393,209,316,115,28,7,3,1,0
36394,209,314,117,29,7,2,1,0
36395,209,315,113,32,8,2,0,0
36396,209,317,111,32,7,2,1,0
36397,209,316,114,29,7,4,0,0
36398,209,317,112,31,6,3,1,0
36399,209,317,113,29,7,3,1,0
36400,209,318,111,30,8,1,2,0
36401,209,319,109,31,7,3,1,0
36402,209,315,116,28,7,4,0,0
36403,209,316,115,28,7,3,1,0
36404,209,316,116,27,7,2,2,0
36405,209,317,112,30,7,4,0,0
36406,209,315,116,28,8,2,1,0
36407,209,316,115,28,7,3,1,0
36408,209,315,115,30,6,4,0,0
36409,209,315,114,31,7,3,0,0
36410,209,316,113,31,6,4,0,0
36411,209,315,117,27,8,1,2,0
36412,209,315,114,31,7,3,0,0
36413,209,315,117,27,7,3,1,0
36414,209,313,118,28,9,2,0,0
36415,209,313,118,29,8,1,1,0
36416,209,313,116,32,7,2,0,0
36417,209,314,116,29,9,2,0,0
36418,209,314,115,30,10,1,0,0
36419,209,315,115,30,8,0,2,0
36420,208,316,114,33,6,0,2,0
36421,208,315,117,29,8,1,1,0
36422,208,318,113,30,6,3,1,0
36423,208,316,116,30,5,3,1,0
36424,208,316,114,32,6,3,0,0
36425,208,315,116,31,6,3,0,0
36426,208,315,116,31,6,3,0,0
36427,208,317,114,31,5,3,1,0
36428,208,315,116,31,6,3,0,0
36429,208,316,116,29,6,4,0,0
36430,208,316,115,32,4,3,1,0
36431,208,314,117,32,5,3,0,0
36432,208,314,117,32,5,3,0,0
36433,208,318,111,34,4,3,1,0
36434,208,317,114,30,6,4,0,0
36435,208,316,115,30,7,3,0,0
36436,208,318,112,31,7,2,1,0
36437,208,318,113,30,7,1,2,0
36438,208,317,114,31,5,3,1,0
36439,208,319,112,31,5,2,1,1
36440,208,316,115,30,7,3,0,0
36441,208,318,112,32,5,3,1,0
36442,208,318,112,31,7,2,1,0
36443,208,315,116,31,7,1,1,0
36444,208,317,114,30,7,2,1,0
36445,208,316,117,27,8,2,1,0
36446,208,316,115,29,9,2,0,0
36447,208,316,115,30,7,3,0,0
36448,209,316,114,29,8,2,1,0
36449,209,314,115,31,8,2,0,0
36450,209,313,119,27,8,3,0,0
36451,209,312,121,26,8,3,0,0
36452,209,313,119,28,6,4,0,0
36453,209,314,118,27,7,4,0,0
36454,209,316,114,30,6,3,1,0
36455,209,314,117,29,6,4,0,0
36456,209,313,119,27,8,3,0,0
36457,209,314,117,29,7,2,1,0
36458,209,315,117,27,7,3,1,0
36459,209,314,117,28,8,3,0,0
36460,209,317,113,29,7,3,1,0
36461,209,315,114,31,8,1,1,0
36462,209,314,117,28,8,3,0,0
36463,209,314,117,29,7,2,1,0
36464,209,313,118,29,7,3,0,0
36465,209,316,114,29,7,4,0,0
36466,209,315,116,29,6,3,1,0
36467,209,313,118,29,7,3,0,0
36468,209,314,116,30,7,3,0,0
36469,209,315,113,32,8,2,0,0
36470,209,314,115,31,8,2,0,0
36471,209,316,113,31,7,2,1,0
36472,209,317,112,31,6,3,1,0
36473,209,316,114,29,8,2,1,0
36474,209,315,115,30,7,2,1,0
36475,209,314,116,29,9,2,0,0
36476,209,313,116,31,9,1,0,0
36477,209,315,116,28,8,2,1,0
36478,209,316,114,29,8,2,1,0
36479,209,314,117,28,9,1,1,0
36480,209,315,115,30,7,2,1,0
36481,209,314,117,29,6,4,0,0
36482,209,313,117,30,8,2,0,0
36483,209,317,111,32,6,4,0,0
36484,209,316,113,31,6,4,0,0
36485,209,314,117,28,8,3,0,0
36486,209,314,117,28,9,1,1,0
36487,209,315,113,32,8,2,0,0
36488,210,314,113,31,9,2,0,0
36489,210,313,116,29,8,3,0,0
36490,210,314,114,31,7,2,1,0
36491,210,315,113,31,6,3,1,0
36492,210,315,112,31,8,3,0,0
36493,210,315,113,30,7,4,0,0
36494,210,313,115,31,7,3,0,0
36495,210,314,115,29,8,2,1,0
36496,210,315,113,30,8,2,1,0
36497,210,316,111,32,6,3,1,0
36498,210,315,112,32,7,2,1,0
36499,210,314,115,29,8,2,1,0
36500,210,314,114,30,9,1,1,0
36501,210,315,113,30,8,2,1,0
36502,210,313,114,32,8,2,0,0
36503,210,313,114,32,8,2,0,0
36504,210,314,115,29,8,2,1,0
36505,210,314,113,32,7,3,0,0
36506,210,314,114,30,8,3,0,0
36507,210,313,116,29,8,3,0,0
36508,210,315,113,29,9,3,0,0
36509,210,315,112,32,6,4,0,0
36510,210,314,114,31,6,4,0,0
36511,210,313,115,31,7,3,0,0
36512,210,313,115,30,9,2,0,0
36513,210,313,115,31,7,3,0,0
36514,210,316,111,31,8,2,1,0
36515,210,316,111,31,8,2,1,0
36516,210,316,111,31,8,2,1,0
36517,210,314,114,30,9,1,1,0
36518,210,312,116,31,9,0,1,0
36519,210,313,114,32,8,2,0,0
36520,210,313,114,32,8,2,0,0
36521,210,313,115,30,9,2,0,0
36522,210,315,111,33,8,1,1,0
36523,210,316,109,34,7,3,0,0
36524,210,314,111,34,9,1,0,0
36525,210,314,112,33,9,0,1,0
36526,210,312,116,30,10,1,0,0
36527,210,313,115,30,9,2,0,0
36528,210,316,111,31,8,2,1,0
36529,210,314,114,30,8,3,0,0
36530,210,315,114,29,8,1,2,0
36531,210,316,110,33,7,2,1,0
36532,210,314,114,30,9,1,1,0
36533,210,315,113,30,8,2,1,0
36534,210,316,113,28,8,3,1,0
36535,210,317,111,30,7,2,2,0
36536,210,315,112,31,9,1,1,0
36537,210,314,113,31,9,2,0,0
36538,210,314,114,30,8,3,0,0
36539,210,313,115,30,9,2,0,0
36540,210,314,113,32,7,3,0,0
36541,210,315,111,33,7,3,0,0
36542,210,314,114,30,8,3,0,0
36543,210,316,112,30,7,3,1,0
36544,210,314,114,30,8,3,0,0
36545,210,314,115,28,9,3,0,0
36546,210,314,114,30,9,1,1,0
36547,210,314,113,31,9,2,0,0
36548,210,316,111,31,8,2,1,0
36549,210,314,113,32,7,3,0,0
36550,210,313,114,32,8,2,0,0
36551,210,315,113,30,8,2,1,0
36552,210,314,113,31,9,2,0,0
36553,210,315,113,30,8,2,1,0
36554,210,315,113,30,7,4,0,0
36555,210,315,112,32,7,2,1,0
36556,210,315,113,30,7,4,0,0
36557,210,314,113,32,7,3,0,0
36558,210,314,114,31,6,4,0,0
36559,210,316,112,30,7,3,1,0
36560,210,316,111,31,8,2,1,0
36561,210,313,115,31,7,3,0,0
36562,210,314,115,30,6,3,1,0
36563,210,314,115,28,10,1,1,0
36564,210,314,114,30,8,3,0,0
36565,210,315,112,32,7,2,1,0
36566,210,314,114,30,9,1,1,0
36567,210,314,114,30,9,1,1,0
36568,210,314,114,30,9,1,1,0
36569,210,315,113,30,8,2,1,0
36570,210,315,113,30,8,2,1,0
36571,210,315,113,30,8,2,1,0
36572,210,317,108,34,7,2,1,0
36573,210,316,110,32,9,1,1,0
36574,210,315,111,33,8,1,1,0
36575,210,315,113,29,10,1,1,0
36576,210,315,114,29,7,3,1,0
36577,210,315,114,29,7,3,1,0
36578,210,315,113,30,8,2,1,0
36579,210,317,111,30,7,2,2,0
36580,210,316,112,30,7,3,1,0
36581,210,316,111,32,6,3,1,0
36582,210,314,114,31,7,2,1,0
36583,210,316,111,32,6,3,1,0
36584,210,315,113,31,7,1,2,0
36585,210,316,109,34,8,1,1,0
36586,210,317,109,32,8,2,1,0
36587,210,318,107,33,8,2,1,0
36588,210,315,112,31,9,1,1,0
36589,210,316,112,30,7,3,1,0
36590,210,314,115,29,7,4,0,0
36591,210,315,112,32,6,4,0,0
36592,210,314,114,31,7,2,1,0
36593,210,315,114,28,9,2,1,0
36594,210,317,110,32,6,2,2,0
36595,210,315,114,29,8,1,2,0
36596,210,314,115,29,8,2,1,0
36597,210,314,113,32,8,1,1,0
36598,210,315,112,32,7,2,1,0
36599,210,313,114,32,8,2,0,0
36600,210,314,114,30,8,3,0,0
36601,210,315,113,30,8,2,1,0
36602,210,315,114,28,9,2,1,0
36603,210,314,114,30,8,3,0,0
36604,210,313,115,30,9,2,0,0
36605,210,313,115,31,7,3,0,0
36606,210,313,116,29,8,3,0,0
36607,210,312,117,29,9,2,0,0
36608,210,314,114,30,8,3,0,0
36609,210,314,115,29,8,2,1,0
36610,210,313,115,30,9,2,0,0
36611,210,314,114,29,10,2,0,0
36612,210,316,110,32,8,3,0,0
36613,210,314,112,33,8,2,0,0
36614,210,316,109,34,7,3,0,0
36615,210,317,108,34,7,2,1,0
36616,210,315,111,34,5,4,0,0
36617,210,317,109,33,5,5,0,0
36618,210,316,111,31,7,4,0,0
36619,210,315,114,29,7,3,1,0
36620,210,314,114,31,7,2,1,0
36621,210,314,115,29,8,2,1,0
36622,210,314,114,30,8,3,0,0
36623,210,315,113,29,9,3,0,0
36624,210,315,112,32,7,2,1,0
36625,210,318,108,33,7,1,1,1
36626,210,316,111,31,8,2,1,0
36627,210,315,113,30,8,2,1,0
36628,210,314,113,32,8,1,1,0
36629,210,315,112,32,7,2,1,0
36630,210,315,113,30,8,2,1,0
36631,210,314,113,31,9,2,0,0
36632,210,315,113,30,8,2,1,0
36633,210,316,109,34,8,1,1,0
36634,210,313,116,29,8,3,0,0
36635,210,318,108,33,6,2,2,0
36636,210,312,118,28,8,3,0,0
36637,210,313,115,31,7,3,0,0
36638,210,312,119,27,7,4,0,0
36639,210,312,117,30,7,3,0,0
36640,210,315,113,29,9,3,0,0
36641,210,316,112,30,7,3,1,0
36642,210,314,114,29,10,2,0,0
36643,210,314,114,29,10,2,0,0
36644,210,315,111,33,8,1,1,0
36645,210,315,111,33,8,1,1,0
36646,210,316,109,34,8,1,1,0
36647,210,314,113,31,9,2,0,0
36648,210,313,116,29,8,3,0,0
36649,210,314,115,29,7,4,0,0
36650,210,314,114,31,6,4,0,0
36651,210,313,116,30,7,2,1,0
36652,210,314,114,30,8,3,0,0
36653,210,314,115,28,9,3,0,0
36654,210,316,111,30,9,3,0,0
36655,210,316,109,34,7,3,0,0
36656,210,315,115,28,7,3,0,1
36657,210,315,113,30,8,2,1,0
36658,210,314,114,32,5,3,1,0
36659,210,316,110,34,5,3,1,0
36660,210,315,113,31,6,3,1,0
36661,210,312,117,30,7,3,0,0
36662,210,314,114,32,5,3,1,0
36663,210,314,115,30,6,3,1,0
36664,210,313,115,31,8,1,1,0
36665,210,314,115,30,6,3,1,0
36666,210,312,117,29,9,2,0,0
36667,210,311,118,31,6,3,0,0
36668,210,313,114,33,6,3,0,0
36669,210,314,114,31,7,2,1,0
36670,210,313,115,31,7,3,0,0
36671,210,312,117,31,5,4,0,0
36672,210,313,116,30,7,2,1,0
36673,210,313,116,30,7,2,1,0
36674,210,312,116,31,8,2,0,0
36675,210,315,111,33,7,3,0,0
36676,210,314,113,32,7,3,0,0
36677,210,314,114,31,7,2,1,0
36678,210,314,113,33,5,4,0,0
36679,210,315,111,34,5,4,0,0
36680,210,314,112,34,6,3,0,0
36681,210,314,113,33,6,2,1,0
36682,210,314,113,33,6,2,1,0
36683,210,315,111,33,8,1,1,0
36684,210,314,114,30,9,1,1,0
36685,210,312,115,33,7,2,0,0
36686,210,314,113,32,7,3,0,0
36687,210,315,110,34,8,2,0,0
36688,210,315,111,33,7,3,0,0
36689,210,315,110,35,6,3,0,0
36690,210,314,113,32,7,3,0,0
36691,210,313,115,32,5,4,0,0
36692,210,312,116,32,6,3,0,0
36693,210,314,112,34,6,3,0,0
36694,210,313,113,33,9,1,0,0
36695,210,314,113,33,5,4,0,0
36696,210,313,116,29,8,3,0,0
36697,210,315,112,33,5,3,1,0
36698,210,313,115,32,5,4,0,0
36699,210,313,114,32,8,2,0,0
36700,210,315,113,30,7,4,0,0
36701,210,312,117,30,7,3,0,0
36702,210,313,115,32,6,2,1,0
36703,210,313,116,30,7,2,1,0
36704,210,312,117,30,7,3,0,0
36705,210,313,116,31,5,3,1,0
36706,210,313,115,32,5,4,0,0
36707,210,309,121,30,7,2,0,0
36708,210,313,116,29,8,3,0,0
36709,210,312,117,29,9,2,0,0
36710,210,312,118,29,7,2,1,0
36711,210,311,120,28,6,4,0,0
36712,210,312,117,30,7,3,0,0
